Address,Quality,Size,Name
0x0000007100001764,U,000004,Actor::m63_null
0x0000007100001768,U,000004,Actor::m73_null
0x000000710000176c,U,000004,Actor::m76_null
0x0000007100001770,U,000008,Actor::getLife
0x0000007100001778,U,000008,Actor::m100
0x0000007100001780,U,000008,Actor::getExtraHeapSize
0x0000007100001788,U,000008,Actor::m125
0x0000007100001790,U,000008,Actor::m126
0x0000007100001798,U,000008,Actor::getDamageMgr
0x00000071000017a0,U,000008,Actor::m128
0x00000071000017a8,U,000008,Actor::getDropData
0x00000071000017b0,U,000008,Actor::m135
0x00000071000017b8,U,000008,
0x00000071000017c0,U,000040,
0x00000071000017e8,U,000008,
0x00000071000017f0,U,000040,
0x0000007100001818,U,000372,
0x000000710000198c,U,000140,
0x0000007100001a18,U,000140,
0x0000007100001aa4,U,000380,
0x0000007100001c20,U,000104,Beam::construct
0x0000007100001c88,U,000032,Beam::m0
0x0000007100001ca8,U,000040,
0x0000007100001cd0,U,000040,
0x0000007100001cf8,U,000064,Beam::m1
0x0000007100001d38,U,000068,
0x0000007100001d7c,U,000068,
0x0000007100001dc0,U,000004,j_BeamBase::m18
0x0000007100001dc4,U,000068,Beam::m64
0x0000007100001e08,U,000004,j_j_GameObject::m71
0x0000007100001e0c,U,000396,Beam::m84
0x0000007100001f98,U,000008,Beam::m165
0x0000007100001fa0,U,000132,Beam::m2
0x0000007100002024,U,000092,Beam::m3
0x0000007100002080,U,000008,BeamBase::m62
0x0000007100002088,U,000004,nullsub_30
0x000000710000208c,U,000372,
0x0000007100002200,U,000140,
0x000000710000228c,U,000208,BeamBase::ctor
0x000000710000235c,U,000116,BeamBase::m0
0x00000071000023d0,U,000116,
0x0000007100002444,U,000116,
0x00000071000024b8,U,000124,BeamBase::m1
0x0000007100002534,U,000124,
0x00000071000025b0,U,000124,
0x000000710000262c,U,000288,BeamBase::m18
0x000000710000274c,O,000004,_ZN4sead14SafeStringBaseIcED2Ev
0x0000007100002750,M,000004,_ZN4sead22BufferedSafeStringBaseIcED0Ev
0x0000007100002754,U,000060,BeamBase::m20
0x0000007100002790,U,000220,BeamBase::m15
0x000000710000286c,U,000220,BeamBase::m16
0x0000007100002948,U,000132,BeamBase::m64
0x00000071000029cc,U,000404,
0x0000007100002b60,U,000152,BeamBase::m69
0x0000007100002bf8,U,000432,
0x0000007100002da8,U,000096,
0x0000007100002e08,U,000192,BeamBase::m48
0x0000007100002ec8,U,000004,j_GameObject::m71
0x0000007100002ecc,U,000044,BeamBase::m84
0x0000007100002ef8,U,000128,BeamBase::m163
0x0000007100002f78,U,000072,
0x0000007100002fc0,U,000084,
0x0000007100003014,U,000300,BeamBase::m164
0x0000007100003140,U,000852,BeamBase::reflectMaybe
0x0000007100003494,U,000880,
0x0000007100003804,U,000096,
0x0000007100003864,O,000248,_ZN4ksys3act12acquireActorEPNS0_12BaseProcLinkEPNS0_20ActorConstDataAccessE
0x000000710000395c,U,000132,
0x00000071000039e0,U,000316,
0x0000007100003b1c,U,000280,
0x0000007100003c34,U,000252,
0x0000007100003d30,U,000276,act::acc::BeamBase::getBeamLevel
0x0000007100003e44,U,000008,BeamBase::m2
0x0000007100003e4c,U,000092,BeamBase::m3
0x0000007100003ea8,U,000028,BeamBase::m165
0x0000007100003ec4,U,000012,
0x0000007100003ed0,U,000004,nullsub_33
0x0000007100003ed4,U,000008,
0x0000007100003edc,U,000008,
0x0000007100003ee4,U,000012,
0x0000007100003ef0,O,000004,_ZN4sead14SafeStringBaseIcED0Ev
0x0000007100003ef4,O,000004,_ZNK4sead14SafeStringBaseIcE22assureTerminationImpl_Ev
0x0000007100003ef8,U,000056,DamageMgrBow::ctor
0x0000007100003f30,U,000008,DamageMgrBow::m28
0x0000007100003f38,U,000008,DamageMgrBow::m33
0x0000007100003f40,U,000008,DamageMgrBow::m27
0x0000007100003f48,U,000164,DamageMgrBow::m54
0x0000007100003fec,U,000132,DamageMgrBow::m0
0x0000007100004070,U,000092,DamageMgrBow::m1
0x00000071000040cc,O,000004,_ZN5uking3dmg17DamageManagerBaseD2Ev
0x00000071000040d0,U,000004,j__ZdlPv_0
0x00000071000040d4,O,000008,_ZN5uking3dmg17DamageManagerBase10getField48Ev
0x00000071000040dc,O,000008,_ZN5uking3dmg17DamageManagerBase9getMinDmgEv
0x00000071000040e4,O,000008,_ZN5uking3dmg17DamageManagerBase10getField50Ev
0x00000071000040ec,O,000008,_ZN5uking3dmg17DamageManagerBase16checkDamageFlagsEv
0x00000071000040f4,O,000008,_ZN5uking3dmg17DamageManagerBase9getFlags2Ev
0x00000071000040fc,O,000008,_ZN5uking3dmg17DamageManagerBase3m13Ev
0x0000007100004104,O,000008,_ZN5uking3dmg17DamageManagerBase3m14Ev
0x000000710000410c,O,000008,_ZN5uking3dmg17DamageManagerBase3m16Ev
0x0000007100004114,O,000004,_ZN5uking3dmg17DamageManagerBase3m17Ev
0x0000007100004118,U,000008,DamageMgrBow::m18
0x0000007100004120,O,000008,_ZN5uking3dmg17DamageManagerBase13initCallbacksEPN4sead4HeapE
0x0000007100004128,O,000004,_ZN5uking3dmg17DamageManagerBase10preDelete2Ev
0x000000710000412c,O,000008,_ZN5uking3dmg17DamageManagerBase3m25Ev
0x0000007100004134,O,000008,_ZN5uking3dmg17DamageManagerBase3m26Ev
0x000000710000413c,O,000008,_ZN5uking3dmg17DamageManagerBase3m31Ev
0x0000007100004144,O,000008,_ZN5uking3dmg17DamageManagerBase3m32Ev
0x000000710000414c,O,000008,_ZN5uking3dmg17DamageManagerBase26tgSensorMaterialOnHitMaybeEv
0x0000007100004154,O,000008,_ZN5uking3dmg17DamageManagerBase3m35Ev
0x000000710000415c,O,000008,_ZN5uking3dmg17DamageManagerBase3m38Ev
0x0000007100004164,O,000008,_ZN5uking3dmg17DamageManagerBase3m40Ev
0x000000710000416c,O,000008,_ZN5uking3dmg17DamageManagerBase3m41Ev
0x0000007100004174,O,000008,_ZN5uking3dmg17DamageManagerBase3m42Ev
0x000000710000417c,O,000004,_ZN5uking3dmg17DamageManagerBase3m43Ev
0x0000007100004180,U,000008,DamageMgr::m44
0x0000007100004188,O,000004,_ZN5uking3dmg17DamageManagerBase13onApplyDamageEv
0x000000710000418c,U,000008,DamageMgrBow::m51
0x0000007100004194,U,000008,DamageMgrBow::m52
0x000000710000419c,U,000008,DamageMgrBow::m53
0x00000071000041a4,U,000004,nullsub_40
0x00000071000041a8,U,000008,
0x00000071000041b0,U,000372,
0x0000007100004324,U,000140,_ZNK4sead15RuntimeTypeInfo6DeriveINS_13ControlDeviceEE9isDerivedEPKNS0_9InterfaceE
0x00000071000043b0,U,000140,
0x000000710000443c,U,000140,
0x00000071000044c8,U,000140,
0x0000007100004554,O,000140,_ZNK4sead15RuntimeTypeInfo6DeriveINS_18LogicalFrameBufferEE9isDerivedEPKNS0_9InterfaceE
0x00000071000045e0,U,000344,Bullet::construct
0x0000007100004738,U,000196,Bullet::m31
0x00000071000047fc,U,000192,Bullet::m48
0x00000071000048bc,U,000012,
0x00000071000048c8,U,000008,
0x00000071000048d0,U,000172,Bullet::m163
0x000000710000497c,U,000012,
0x0000007100004988,U,000008,
0x0000007100004990,U,000252,
0x0000007100004a8c,U,000328,Bullet::m64
0x0000007100004bd4,U,001232,Bullet::m76
0x00000071000050a4,U,000888,Bullet::m73
0x000000710000541c,U,000132,Bullet::m52
0x00000071000054a0,U,000580,Bullet::m84
0x00000071000056e4,U,000248,
0x00000071000057dc,U,000248,
0x00000071000058d4,U,000248,
0x00000071000059cc,U,000252,
0x0000007100005ac8,U,000112,
0x0000007100005b38,U,000108,
0x0000007100005ba4,U,000108,
0x0000007100005c10,U,000108,
0x0000007100005c7c,U,000108,
0x0000007100005ce8,U,000096,
0x0000007100005d48,U,000104,
0x0000007100005db0,U,000104,
0x0000007100005e18,U,000108,
0x0000007100005e84,U,000108,
0x0000007100005ef0,U,000112,
0x0000007100005f60,U,000112,
0x0000007100005fd0,U,000100,
0x0000007100006034,U,000272,
0x0000007100006144,U,000100,
0x00000071000061a8,U,000108,
0x0000007100006214,U,000312,
0x000000710000634c,U,000064,
0x000000710000638c,U,000064,
0x00000071000063cc,U,000040,
0x00000071000063f4,U,000060,
0x0000007100006430,U,000336,act::acc::Bullet::isHoldByOwner
0x0000007100006580,U,000304,act::acc::Bullet::isHold
0x00000071000066b0,U,000320,act::acc::Bullet::isFittingOrShootingArrow
0x00000071000067f0,U,000132,Bullet::dtor
0x0000007100006874,U,000140,Bullet::dtorDelete
0x0000007100006900,U,000008,Bullet::rtti1
0x0000007100006908,U,000092,Bullet::rtti2
0x0000007100006964,U,000132,
0x00000071000069e8,U,000140,
0x0000007100006a74,U,000132,
0x0000007100006af8,U,000140,
0x0000007100006b84,U,000372,
0x0000007100006cf8,U,000088,PlayerOrEnemy::ctor
0x0000007100006d50,U,000068,PlayerOrEnemy::dtor
0x0000007100006d94,U,000068,
0x0000007100006dd8,U,000068,
0x0000007100006e1c,U,000076,PlayerOrEnemy::dtorDelete
0x0000007100006e68,U,000076,
0x0000007100006eb4,U,000076,
0x0000007100006f00,U,000152,PlayerOrEnemy::init1
0x0000007100006f98,U,000100,PlayerOrEnemy::m20
0x0000007100006ffc,U,000040,PlayerOrEnemy::m4
0x0000007100007024,U,000004,j_GameObject::m64
0x0000007100007028,U,000084,PlayerOrEnemy::x_2
0x000000710000707c,U,000008,PlayerOrEnemy::weaponDroppedByEnemy
0x0000007100007084,U,000228,PlayerOrEnemy::updateWeaponDamageCopyInfo
0x0000007100007168,U,000212,PlayerOrEnemy::m170
0x000000710000723c,U,000212,PlayerOrEnemy::m171
0x0000007100007310,U,000212,PlayerOrEnemy::m172
0x00000071000073e4,U,000356,PlayerOrEnemy::m163
0x0000007100007548,U,000084,PlayerOrEnemy::m166
0x000000710000759c,U,000536,
0x00000071000077b4,U,000060,PlayerOrEnemy::isGuardJust
0x00000071000077f0,U,000084,PlayerOrEnemy::m164
0x0000007100007844,U,000044,
0x0000007100007870,U,000100,PlayerOrEnemy::dropWeapon
0x00000071000078d4,U,000328,PlayerOrEnemy::dropAllWeapons
0x0000007100007a1c,U,000092,
0x0000007100007a78,U,000100,
0x0000007100007adc,U,000068,
0x0000007100007b20,U,000044,Player::releaseWeapon
0x0000007100007b4c,U,000172,
0x0000007100007bf8,U,000176,
0x0000007100007ca8,U,000176,
0x0000007100007d58,U,000176,
0x0000007100007e08,U,000200,
0x0000007100007ed0,U,000284,
0x0000007100007fec,U,000272,PlayerOrEnemy::m173
0x00000071000080fc,U,000004,j_GameObject::m8
0x0000007100008100,U,000568,PlayerOrEnemy::m160
0x0000007100008338,U,000148,
0x00000071000083cc,U,000156,
0x0000007100008468,U,000156,Player::updateResistThunderXXX
0x0000007100008504,U,000004,PlayerOrEnemy::getBaseAtkPower
0x0000007100008508,U,000056,PlayerOrEnemy::x_7
0x0000007100008540,U,000008,PlayerOrEnemy::m117
0x0000007100008548,U,000036,PlayerOrEnemy::x_12
0x000000710000856c,U,000364,PlayerOrEnemy::m116
0x00000071000086d8,U,000108,PlayerOrEnemy::m69
0x0000007100008744,U,000472,PlayerOrEnemy::x_11
0x000000710000891c,U,000468,PlayerOrEnemy::m176
0x0000007100008af0,U,000288,PlayerOrEnemy::m49
0x0000007100008c10,U,000008,PlayerOrEnemy::m165
0x0000007100008c18,U,000060,PlayerOrEnemy::m51
0x0000007100008c54,U,000068,PlayerOrEnemy::m149
0x0000007100008c98,U,000292,PlayerOrEnemy::m150
0x0000007100008dbc,U,000072,PlayerOrEnemy::m151
0x0000007100008e04,U,000060,PlayerOrEnemy::m152
0x0000007100008e40,U,000160,PlayerOrEnemy::x_22
0x0000007100008ee0,U,000160,PlayerOrEnemy::m154
0x0000007100008f80,U,000160,PlayerOrEnemy::m155
0x0000007100009020,U,000180,PlayerOrEnemy::m147
0x00000071000090d4,U,000092,PlayerOrEnemy::m81
0x0000007100009130,U,000240,act::acc::Actor::isPlayerOrEnemy
0x0000007100009220,U,000264,act::acc::PlayerOrEnemy::getGuardableAngle
0x0000007100009328,U,000316,act::acc::PlayerOrEnemy::isGuard
0x0000007100009464,U,000316,act::acc::PlayerOrEnemy::isGuardJust
0x00000071000095a0,U,000444,act::acc::PlayerOrEnemy::getMirrorLevel
0x000000710000975c,U,000260,
0x0000007100009860,U,000260,
0x0000007100009964,U,000324,act::acc::PlayerOrEnemy::getWeapon
0x0000007100009aa8,U,000292,
0x0000007100009bcc,U,000008,PlayerOrEnemy::rtti1
0x0000007100009bd4,U,000092,PlayerOrEnemy::rtti2
0x0000007100009c30,U,000012,PlayerOrEnemy::m37
0x0000007100009c3c,U,000008,PlayerOrEnemy::m55
0x0000007100009c44,U,000008,PlayerOrEnemy::getWeapons
0x0000007100009c4c,U,000008,PlayerOrEnemy::m169
0x0000007100009c54,U,000008,PlayerOrEnemy::getEquippedItem
0x0000007100009c5c,U,000276,
0x0000007100009d70,U,000372,PlayerOrEnemy::rtti1impl
0x0000007100009ee4,U,000140,
0x0000007100009f70,U,000140,
0x0000007100009ffc,O,000140,_ZNK4sead15RuntimeTypeInfo6DeriveIN4ksys4phys7UserTagEE9isDerivedEPKNS0_9InterfaceE
0x000000710000a088,U,000140,
0x000000710000a114,U,000004,CookResult::construct
0x000000710000a118,U,000312,
0x000000710000a250,O,000384,_ZN5uking8CookItemC1Ev
0x000000710000a3d0,U,000532,
0x000000710000a5e4,U,000736,act::copyCookResultToCookItem
0x000000710000a8c4,U,000004,j_GameObject::m0
0x000000710000a8c8,U,000036,CookResult::m1
0x000000710000a8ec,U,000132,CookResult::m2
0x000000710000a970,U,000092,CookResult::m3
0x000000710000a9cc,U,000008,Item::m159
0x000000710000a9d4,U,000008,
0x000000710000a9dc,U,000040,
0x000000710000aa04,U,000008,
0x000000710000aa0c,U,000040,
0x000000710000aa34,O,000004,_ZN4sead15FixedSafeStringILi64EED0Ev
0x000000710000aa38,O,000240,_ZN4sead15FixedSafeStringILi64EEaSERKNS_14SafeStringBaseIcEE
0x000000710000ab28,O,000004,_ZN4sead19FixedSafeStringBaseIcLi64EED0Ev
0x000000710000ab2c,O,000240,_ZN4sead19FixedSafeStringBaseIcLi64EEaSERKNS_14SafeStringBaseIcEE
0x000000710000ac1c,U,000004,j__ZdlPv_3
0x000000710000ac20,U,000140,
0x000000710000acac,U,000372,
0x000000710000ae20,U,000068,Dragon::construct
0x000000710000ae64,U,000004,nullsub_41
0x000000710000ae68,U,000004,nullsub_42
0x000000710000ae6c,U,000008,
0x000000710000ae74,U,000048,
0x000000710000aea4,U,000040,
0x000000710000aecc,U,000120,dragon::isWithin1kmOfHyruleCastle
0x000000710000af44,m,000720,_ZN5uking3act25getDragonItemDropPositionEPN4sead7Vector3IfEERKS3_
0x000000710000b214,U,001276,Dragon::ctor
0x000000710000b710,U,000672,
0x000000710000b9b0,U,000648,
0x000000710000bc38,U,001320,Dragon::setGameDataFlag
0x000000710000c160,U,000404,
0x000000710000c2f4,U,000328,
0x000000710000c43c,U,000004,nullsub_43
0x000000710000c440,U,000148,
0x000000710000c4d4,U,000348,Dragon::m62
0x000000710000c630,U,000056,Dragon::x_0
0x000000710000c668,U,001276,Dragon::m18
0x000000710000cb64,U,000832,
0x000000710000cea4,U,000692,Dragon::m8
0x000000710000d158,U,000296,Dragon::m7
0x000000710000d280,U,000100,Dragon::m20
0x000000710000d2e4,U,000324,
0x000000710000d428,U,000076,Dragon::m63
0x000000710000d474,U,000168,
0x000000710000d51c,U,000032,
0x000000710000d53c,U,000004,j_EnemyBase::m76
0x000000710000d540,U,000160,Dragon::m71
0x000000710000d5e0,U,001536,Dragon::m69
0x000000710000dbe0,U,000156,
0x000000710000dc7c,U,000604,
0x000000710000ded8,U,001412,
0x000000710000e45c,U,000164,Dragon::m78
0x000000710000e500,U,000756,
0x000000710000e7f4,O,000240,_ZN4sead15FixedSafeStringILi16EEaSERKNS_14SafeStringBaseIcEE
0x000000710000e8e4,U,000420,
0x000000710000ea88,U,000456,
0x000000710000ec50,U,000084,
0x000000710000eca4,U,000584,
0x000000710000eeec,U,000560,
0x000000710000f11c,U,000268,Dragon::m64
0x000000710000f228,U,000324,
0x000000710000f36c,U,000448,
0x000000710000f52c,U,000296,
0x000000710000f654,U,000184,
0x000000710000f70c,U,000024,
0x000000710000f724,U,001356,Dragon::getGameDataFlag
0x000000710000fc70,U,000396,
0x000000710000fdfc,U,000020,
0x000000710000fe10,U,000240,
0x000000710000ff00,U,000096,Dragon::getGameDataFlagGrudgeAlive
0x000000710000ff60,U,000044,
0x000000710000ff8c,U,000448,Dragon::x
0x000000710001014c,U,000028,
0x0000007100010168,U,000192,
0x0000007100010228,U,000144,
0x00000071000102b8,U,000484,
0x000000710001049c,U,003360,
0x00000071000111bc,U,000660,
0x0000007100011450,O,000224,_ZN4sead21FormatFixedSafeStringILi128EEC2EPKcz
0x0000007100011530,U,000196,Dragon::m108
0x00000071000115f4,U,000816,
0x0000007100011924,U,000104,Dragon::x_13
0x000000710001198c,U,000108,Dragon::x_14
0x00000071000119f8,U,000104,Dragon::x_15
0x0000007100011a60,U,000108,Dragon::x_16
0x0000007100011acc,U,000064,
0x0000007100011b0c,U,000052,
0x0000007100011b40,U,000008,
0x0000007100011b48,U,000180,Dragon::dtor
0x0000007100011bfc,U,000188,Dragon::dtor_delete
0x0000007100011cb8,U,000216,Dragon::m2
0x0000007100011d90,U,000092,Dragon::m3
0x0000007100011dec,U,000008,Dragon::m33
0x0000007100011df4,U,000036,Dragon::m34
0x0000007100011e18,U,000024,Enemy::m93
0x0000007100011e30,U,000008,Enemy::m94
0x0000007100011e38,U,000012,Enemy::m101
0x0000007100011e44,U,000008,Enemy::m130
0x0000007100011e4c,U,000008,Enemy::m159
0x0000007100011e54,U,000012,Enemy::m162
0x0000007100011e60,U,000012,Enemy::m169
0x0000007100011e6c,U,000004,nullsub_44
0x0000007100011e70,U,000192,
0x0000007100011f30,U,000200,
0x0000007100011ff8,U,000192,
0x00000071000120b8,U,000200,
0x0000007100012180,O,000004,_ZN4sead15FixedSafeStringILi32EED0Ev
0x0000007100012184,O,000240,_ZN4sead15FixedSafeStringILi32EEaSERKNS_14SafeStringBaseIcEE
0x0000007100012274,U,000020,
0x0000007100012288,U,000004,j__ZdlPv_5
0x000000710001228c,U,000008,
0x0000007100012294,U,000008,
0x000000710001229c,U,000632,Enemy::dtor
0x0000007100012514,U,000036,
0x0000007100012538,U,000068,
0x000000710001257c,U,000004,nullsub_45
0x0000007100012580,O,000140,_ZNK4sead15RuntimeTypeInfo6DeriveINS_13TaskParameterEE9isDerivedEPKNS0_9InterfaceE
0x000000710001260c,O,000004,_ZN4sead15FixedSafeStringILi16EED0Ev
0x0000007100012610,O,000468,_ZNK4sead14SafeStringBaseIcE9findIndexERKS1_
0x00000071000127e4,W,000336,_ZN4sead18Matrix34CalcCommonIfE7inverseERNS_9BaseMtx34IfEERKS3_
0x0000007100012934,O,000004,_ZN4sead21FormatFixedSafeStringILi128EED0Ev
0x0000007100012938,U,000240,
0x0000007100012a28,U,000600,
0x0000007100012c80,U,000068,Enemy::construct
0x0000007100012cc4,U,000044,
0x0000007100012cf0,U,000252,
0x0000007100012dec,U,001308,Enemy::ctor
0x0000007100013308,U,000280,
0x0000007100013420,U,001736,Enemy::init1
0x0000007100013ae8,U,000104,Enemy::m179
0x0000007100013b50,U,000208,Enemy::m178
0x0000007100013c20,U,000160,Enemy::kill
0x0000007100013cc0,U,001608,Enemy::x_43
0x0000007100014308,U,000164,Enemy::m19
0x00000071000143ac,U,000732,Enemy::m20
0x0000007100014688,U,001700,Enemy::init2
0x0000007100014d2c,U,000004,ActorInstParams::dtor
0x0000007100014d30,U,000092,Enemy::m75
0x0000007100014d8c,U,000376,Enemy::m8
0x0000007100014f04,U,000336,Enemy::getEquippedItem
0x0000007100015054,U,000996,Enemy::weaponDroppedByEnemy
0x0000007100015438,U,000072,
0x0000007100015480,U,000140,Enemy::m131
0x000000710001550c,U,000152,Enemy::m133
0x00000071000155a4,U,000008,Enemy::m132
0x00000071000155ac,U,001876,Enemy::m63
0x0000007100015d00,U,000420,Enemy::m64
0x0000007100015ea4,U,000060,Enemy::getLifeRecoverInfo
0x0000007100015ee0,U,000336,Enemy::m84
0x0000007100016030,U,000032,Enemy::m41
0x0000007100016050,U,000200,Enemy::m164
0x0000007100016118,U,000140,Enemy::m177
0x00000071000161a4,U,000224,
0x0000007100016284,U,000228,
0x0000007100016368,U,000300,Enemy::m165
0x0000007100016494,U,000216,
0x000000710001656c,U,000960,Enemy::m76
0x000000710001692c,U,000048,
0x000000710001695c,U,001916,Enemy::m146
0x00000071000170d8,U,001792,Enemy::m69
0x00000071000177d8,U,000152,Enemy::x_23
0x0000007100017870,U,002232,Enemy::m71
0x0000007100018128,U,000200,Enemy::m73
0x00000071000181f0,U,001900,Enemy::actorHpStuff
0x000000710001895c,O,000224,_ZN4sead21FormatFixedSafeStringILi512EEC2EPKcz
0x0000007100018a3c,U,000068,Enemy::m114
0x0000007100018a80,U,000028,Enemy::m36
0x0000007100018a9c,U,000152,
0x0000007100018b34,U,000032,Enemy::m57
0x0000007100018b54,U,000220,Enemy::isGuard
0x0000007100018c30,U,000156,Enemy::m16
0x0000007100018ccc,U,000164,Enemy::m92
0x0000007100018d70,U,000244,Enemy::x_3
0x0000007100018e64,U,001308,Enemy::m81
0x0000007100019380,U,000144,
0x0000007100019410,U,000144,
0x00000071000194a0,U,000232,
0x0000007100019588,U,000232,
0x0000007100019670,U,000232,
0x0000007100019758,U,000232,
0x0000007100019840,U,000084,Enemy::m117
0x0000007100019894,U,000080,Enemy::m22
0x00000071000198e4,U,000440,
0x0000007100019a9c,U,000444,
0x0000007100019c58,U,000224,
0x0000007100019d38,U,000232,
0x0000007100019e20,U,000652,Enemy::x_14
